"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SI","2022-05-04","96.1","-1.28","5.78","Whitlock, Garrett",669016,676477,"strikeout","swinging_strike",,,,,"2","Brandon Marsh strikes out swinging.","R","L","R","BOS","LAA","S","2",,"2","2",2022,"-1.46","1.01","0.08","3.05",,,,"0","4","Top",,,,,"543877",,,7.043802180308289,-139.74942233143167,-3.970532837972349,-20.769727413669305,32.522502467870744,-18.20954922080547,"3.52","1.7",,,,"97.6","2054","7.2",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.27",,,"0","1","0","0",,"23","6","Sinker","2","0","0","2","0","2","0","2","Infield shift","Standard","223","0.026","-0.198"
"SL","2022-05-04","82.9","-1.14","5.85","Whitlock, Garrett",669016,676477,,"ball",,,,,"14","Brandon Marsh strikes out swinging.","R","L","R","BOS","LAA","B",,,"1","2",2022,"0.11","-0.27","1.83","2.33",,,,"0","4","Top",,,,,"543877",,,6.679120349524242,-120.57994794053072,-1.0510653326434671,-0.14997715634717923,22.606681943976465,-34.816935118535696,"3.66","1.85",,,,"84.2","1738","7.1",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.43",,,,,,,,"23","5","Slider","2","0","0","2","0","2","0","2","Infield shift","Standard","30","0","0.039"
"FF","2022-05-04","95.5","-1.1","5.9","Whitlock, Garrett",669016,676477,,"foul",,,,,"12","Brandon Marsh strikes out swinging.","R","L","R","BOS","LAA","S",,,"1","2",2022,"-0.93","1.41","0.96","3.36",,,,"0","4","Top",,,,,"543877",,,7.66823978412808,-138.9198894938034,-4.33457419918552,-13.725786794618482,30.41491459498684,-13.172504294704066,"3.52","1.7","244","73.6","36","97.4","2056","7.3",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.16",,,,,,,,"23","4","4-Seam Fastball","2","0","0","2","0","2","0","2","Infield shift","Standard","219","0","0"
"CH","2022-05-04","85.3","-1.27","5.86","Whitlock, Garrett",669016,676477,,"ball",,,,,"14","Brandon Marsh strikes out swinging.","R","L","R","BOS","LAA","B",,,"0","2",2022,"-1.58","0.64","0.22","0.58",,,,"0","4","Top",,,,,"543877",,,6.788763202581781,-123.79643204392207,-7.402890727024663,-17.66277317788158,26.869874520739007,-24.236320784261288,"3.63","1.85",,,,"86.1","2023","7.2",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.33",,,,,,,,"23","3","Changeup","2","0","0","2","0","2","0","2","Infield shift","Standard","243","0","0.018"
"SI","2022-05-04","94.8","-1.31","5.87","Whitlock, Garrett",669016,676477,,"swinging_strike",,,,,"12","Brandon Marsh strikes out swinging.","R","L","R","BOS","LAA","S",,,"0","1",2022,"-1.07","1.38","0.18","3.91",,,,"0","4","Top",,,,,"543877",,,6.4048622542537545,-137.92256467414978,-2.5394359875644597,-15.103122971264881,32.95777438830998,-14.247791540511704,"3.52","1.7",,,,"95.9","2220","7.1",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.39",,,,,,,,"23","2","Sinker","2","0","0","2","0","2","0","2","Standard","Standard","221","0","-0.046"
"CH","2022-05-04","80.9","-1.31","6.02","Whitlock, Garrett",669016,676477,,"called_strike",,,,,"7","Brandon Marsh strikes out swinging.","R","L","R","BOS","LAA","S",,,"0","0",2022,"-1.65","0.73","-0.48","2.26",,,,"0","4","Top",,,,,"543877",,,5.071002791880523,-117.6203570430606,-3.0855694254826145,-16.213564681215647,25.153105945645763,-25.061963625850712,"3.63","1.82",,,,"81.6","1972","7.1",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.41",,,,,,,,"23","1","Changeup","2","0","0","2","0","2","0","2","Standard","Standard","251","0","-0.034"
"CH","2022-05-04","84.4","-1.3","5.75","Whitlock, Garrett",623205,676477,"field_out","hit_into_play",,,,,"4","Andrew Velazquez pops out to shortstop Xander Bogaerts.","R","L","R","BOS","LAA","X","6","popup","0","1",2022,"-1.47","0.6","-0.65","2.30",,,,"2","3","Top",87.45,154.95,,,"543877",,,4.529445795977135,-122.73278947462263,-2.8307761055894676,-15.725043909676412,26.906660595297396,-25.780784116850782,"3.26","1.51","148","82.9","66","85.7","1971","7.4",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.11","0.003","0.003","0","1","0","0","3","16","2","Changeup","0","0","0","0","0","0","0","0","Standard","Standard","249","0.011","-0.077"
"SL","2022-05-04","79.8","-1.54","5.75","Whitlock, Garrett",623205,676477,,"foul",,,,,"14","Andrew Velazquez pops out to shortstop Xander Bogaerts.","R","L","R","BOS","LAA","S",,,"0","0",2022,"0.04","-0.25","0.85","1.71",,,,"2","3","Top",,,,,"543877",,,5.24771320419992,-116.15798485305999,-1.6863777683884915,-0.6351659015880448,21.770373159742462,-34.316204786512,"3.26","1.51","4","85.9","-23","80.8","1806","7",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.53",,,,,,,,"16","1","Slider","0","0","0","0","0","0","0","0","Standard","Standard","39","0","-0.018"
"CH","2022-05-04","85.8","-1.24","5.87","Whitlock, Garrett",642180,676477,"strikeout","swinging_strike",,,,,"7","Tyler Wade strikes out swinging.","R","L","R","BOS","LAA","S","2",,"1","2",2022,"-1.38","0.57","-0.43","2.02",,,,"1","3","Top",,,,,"543877",,,4.805687397250869,-124.88798434488793,-4.052057212138939,-15.36879612124766,26.145503855582366,-25.54197372528051,"3.25","1.47",,,,"87.2","1906","7.3",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.22",,,"0","1","0","0",,"15","6","Changeup","0","0","0","0","0","0","0","0","Infield shift","Standard","249","0.018","-0.113"
"SL","2022-05-04","82.5","-1.61","5.83","Whitlock, Garrett",642180,676477,,"foul",,,,,"5","Tyler Wade strikes out swinging.","R","L","R","BOS","LAA","S",,,"1","2",2022,"-0.12","-0.26","0.00","2.08",,,,"1","3","Top",,,,,"543877",,,3.940459597550529,-120.14526173699069,-1.5517118141211435,-1.8737817826097354,22.964872722976118,-34.612903510551746,"3.25","1.47","195","80.6","57","84","1735","7.2",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.29",,,,,,,,"15","5","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","56","0","0"
"SI","2022-05-04","95.2","-1.41","5.81","Whitlock, Garrett",642180,676477,,"ball",,,,,"12","Tyler Wade strikes out swinging.","R","L","R","BOS","LAA","B",,,"0","2",2022,"-1","1.26","0.60","4.43",,,,"1","3","Top",,,,,"543877",,,7.6366442070686675,-138.50655210650464,-0.7980156482677069,-14.61509633128474,31.724964258485244,-16.02079011282156,"3.34","1.61",,,,"96.7","2102","7.2",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.29",,,,,,,,"15","4","Sinker","0","0","0","0","0","0","0","0","Infield shift","Standard","218","0","0.011"
"CH","2022-05-04","86.9","-1.25","5.84","Whitlock, Garrett",642180,676477,,"foul",,,,,"13","Tyler Wade strikes out swinging.","R","L","R","BOS","LAA","S",,,"0","2",2022,"-1.77","0.53","-0.38","1.14",,,,"1","3","Top",,,,,"543877",,,5.8381296709001225,-126.24405988080417,-6.2029954623276105,-20.153065643743638,26.823936596141248,-25.405236778990485,"3.25","1.47","1","65.5","-53","88.3","2069","7.4",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.14",,,,,,,,"15","3","Changeup","0","0","0","0","0","0","0","0","Infield shift","Standard","243","0","0"
"SI","2022-05-04","96.0","-1.18","5.85","Whitlock, Garrett",642180,676477,,"swinging_strike",,,,,"12","Tyler Wade strikes out swinging.","R","L","R","BOS","LAA","S",,,"0","1",2022,"-1.14","1.5","0.09","3.68",,,,"1","3","Top",,,,,"543877",,,6.08015878437902,-139.56431831463541,-3.57724788337372,-16.29688803082597,32.94576195735901,-11.960144359204714,"3.25","1.47",,,,"97.5","2285","7.3",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.2",,,,,,,,"15","2","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","222","0","-0.033"
"SI","2022-05-04","95.8","-1.25","5.77","Whitlock, Garrett",642180,676477,,"swinging_strike",,,,,"2","Tyler Wade strikes out swinging.","R","L","R","BOS","LAA","S",,,"0","0",2022,"-1.26","1.35","-0.11","3.32",,,,"1","3","Top",,,,,"543877",,,6.001236961718265,-139.3328459473083,-3.957756871258633,-17.80895826129662,31.75739356983384,-13.964216990157476,"3.25","1.47",,,,"97.6","2178","7.4",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.12",,,,,,,,"15","1","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","230","0","-0.024"
"SI","2022-05-04","94.0","-1.5","5.6","Whitlock, Garrett",545358,676477,"field_out","hit_into_play",,,,,"9","Max Stassi grounds out, third baseman Rafael Devers to first baseman Bobby Dalbec.","R","R","R","BOS","LAA","X","5","ground_ball","2","1",2022,"-1.36","0.99","0.41","2.23",,,,"0","3","Top",110.03,178.49,,,"543877",,,8.102267383181886,-136.64206379706047,-5.308305961704437,-18.822012552391858,28.599059005661292,-18.754778584496837,"3.58","1.71","2","75.8","-41","95.5","2038","7.1",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.38","0.069","0.067","0","1","0","0","2","14","4","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","225","0.025","-0.262"
"SI","2022-05-04","95.0","-1.5","5.61","Whitlock, Garrett",545358,676477,,"foul_tip",,,,,"1","Max Stassi grounds out, third baseman Rafael Devers to first baseman Bobby Dalbec.","R","R","R","BOS","LAA","S",,,"2","0",2022,"-1.25","1.03","-0.79","3.04",,,,"0","3","Top",,,,,"543877",,,4.747648593287478,-138.31895847841668,-3.4392857759399873,-17.146943700209924,30.77684467948295,-18.425263620529087,"3.58","1.71",,,,"96.7","1963","7.2",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.25",,,,,,,,"14","3","Sinker","0","0","0","0","0","0","0","0","Strategic","Standard","229","0","-0.053"
"SL","2022-05-04","82.4","-1.43","5.85","Whitlock, Garrett",545358,676477,,"ball",,,,,"14","Max Stassi grounds out, third baseman Rafael Devers to first baseman Bobby Dalbec.","R","R","R","BOS","LAA","B",,,"1","0",2022,"-0.06","0.01","1.57","0.82",,,,"0","3","Top",,,,,"543877",,,7.026892722889609,-119.86568672798872,-5.0625541451686225,-1.7846592557531116,21.07066345293713,-31.307146594046852,"3.42","1.79",,,,"84","1776","7.1",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.35",,,,,,,,"14","2","Slider","0","0","0","0","0","0","0","0","Strategic","Standard","299","0","0.059"
"SI","2022-05-04","94.1","-1.33","5.77","Whitlock, Garrett",545358,676477,,"ball",,,,,"11","Max Stassi grounds out, third baseman Rafael Devers to first baseman Bobby Dalbec.","R","R","R","BOS","LAA","B",,,"0","0",2022,"-1.12","1.35","-1.32","3.30",,,,"0","3","Top",,,,,"543877",,,2.527625940050947,-136.99322848547027,-3.7568078958237123,-14.627456169459672,29.83974591569977,-14.557388296572423,"3.49","1.82",,,,"95.7","2080","7.2",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.33",,,,,,,,"14","1","Sinker","0","0","0","0","0","0","0","0","Strategic","Standard","230","0","0.034"
"SI","2022-05-04","96.4","-1.37","5.71","Whitlock, Garrett",670351,676477,"strikeout","swinging_strike",,,,,"2","Jose Rojas strikes out swinging.","R","L","R","BOS","LAA","S","2",,"2","2",2022,"-1.28","1.38","0.28","3.51",,,,"2","2","Top",,,,,"543877",,,7.417428550949022,-140.22099417561748,-3.45639767812741,-18.529206913339117,31.912769143252422,-13.441208606644109,"3.42","1.61",,,,"98","2152","7.2",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.27",,,"0","1","0","0",,"9","5","Sinker","0","0","0","0","0","0","0","0","Infield shift","Standard","225","0.01","-0.078"
"SI","2022-05-04","96.4","-1.26","5.77","Whitlock, Garrett",670351,676477,,"ball",,,,,"12","Jose Rojas strikes out swinging.","R","L","R","BOS","LAA","B",,,"1","2",2022,"-1.14","1.47","0.77","3.93",,,,"2","2","Top",,,,,"543877",,,8.128400831782603,-140.11113216930056,-2.6592956794415263,-16.882734215511462,32.90264767618379,-12.452720096791257,"3.57","1.79",,,,"97.7","2278","7.2",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.34",,,,,,,,"9","4","Sinker","0","0","0","0","0","0","0","0","Infield shift","Standard","217","0","0.009"
"CH","2022-05-04","83.8","-1.26","5.76","Whitlock, Garrett",670351,676477,,"called_strike",,,,,"13","Jose Rojas strikes out swinging.","R","L","R","BOS","LAA","S",,,"1","1",2022,"-1.82","0.57","-0.31","1.55",,,,"2","2","Top",,,,,"543877",,,5.88881166829401,-121.80609416358583,-4.473793755274792,-19.228310520416553,24.882605415381406,-25.81601863080323,"3.57","1.7",,,,"85.1","2029","7.3",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.19",,,,,,,,"9","3","Changeup","0","0","0","0","0","0","0","0","Infield shift","Standard","253","0","-0.018"
"SI","2022-05-04","94.0","-1.37","5.74","Whitlock, Garrett",670351,676477,,"foul",,,,,"3","Jose Rojas strikes out swinging.","R","L","R","BOS","LAA","S",,,"1","0",2022,"-1.11","1.24","0.63","3.17",,,,"2","2","Top",,,,,"543877",,,7.798340309114848,-136.60853684424677,-3.7075134142042225,-15.658989944183492,31.997181282836046,-16.014743250454828,"3.42","1.61","188","70.0","43","95.2","2106","7.2",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.29",,,,,,,,"9","2","Sinker","0","0","0","0","0","0","0","0","Infield shift","Standard","223","0","-0.024"
"SL","2022-05-04","81.4","-1.5","5.83","Whitlock, Garrett",670351,676477,,"ball",,,,,"12","Jose Rojas strikes out swinging.","R","L","R","BOS","LAA","B",,,"0","0",2022,"0.05","-0.4","0.05","3.94",,,,"2","2","Top",,,,,"543877",,,3.412333468684887,-118.35153602159184,3.2623156085442395,-0.26547295049415587,25.0087312052677,-36.80595447726098,"3.57","1.79",,,,"82","1823","7",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.49",,,,,,,,"9","1","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","59","0","0.016"
"SI","2022-05-04","94.5","-1.34","5.73","Whitlock, Garrett",665120,676477,"field_out","hit_into_play",,,,,"5","Jared Walsh grounds out, second baseman Trevor Story to first baseman Bobby Dalbec.","R","L","R","BOS","LAA","X","4","ground_ball","3","1",2022,"-1.33","1.14","-0.13","2.46",,,,"1","2","Top",156.08,152.43,,,"543877",,,6.206123003720654,-137.4639735243342,-5.401295384198762,-18.26350307792568,31.610008738964837,-16.723791417979285,"3.52","1.66","6","103.0","-23","95.6","2176","7",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.45","0.223","0.206","0","1","0","0","2","8","5","Sinker","0","0","0","0","0","0","0","0","Infield shift","Standard","231","0.017","-0.268"
"CH","2022-05-04","84.2","-1.36","5.81","Whitlock, Garrett",665120,676477,,"ball",,,,,"14","Jared Walsh grounds out, second baseman Trevor Story to first baseman Bobby Dalbec.","R","L","R","BOS","LAA","B",,,"2","1",2022,"-1.64","0.73","1.00","2.63",,,,"1","2","Top",,,,,"543877",,,8.875595865625415,-122.20917321576032,-2.40533770663857,-18.230333307270975,25.849882294679812,-24.62707077676634,"3.62","1.65",,,,"85.3","2106","7.3",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.22",,,,,,,,"8","4","Changeup","0","0","0","0","0","0","0","0","Infield shift","Standard","255","0","0.084"
"SI","2022-05-04","95.4","-1.16","5.64","Whitlock, Garrett",665120,676477,,"foul",,,,,"5","Jared Walsh grounds out, second baseman Trevor Story to first baseman Bobby Dalbec.","R","L","R","BOS","LAA","S",,,"2","0",2022,"-1.22","1.23","0.02","2.77",,,,"1","2","Top",,,,,"543877",,,5.9731313146263325,-138.72802959145108,-4.773516441634932,-17.123354186113126,30.846232562943282,-15.433434844888938,"3.52","1.66","115","82.5","7","97.1","2146","7.3",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.24",,,,,,,,"8","3","Sinker","0","0","0","0","0","0","0","0","Infield shift","Standard","232","0","-0.047"
"SI","2022-05-04","95.7","-1.53","5.56","Whitlock, Garrett",665120,676477,,"ball",,,,,"11","Jared Walsh grounds out, second baseman Trevor Story to first baseman Bobby Dalbec.","R","L","R","BOS","LAA","B",,,"1","0",2022,"-1.45","0.9","-0.91","3.21",,,,"1","2","Top",,,,,"543877",,,4.99029463011439,-139.30950462569828,-2.6694270727901337,-19.952693684791456,31.69157592567867,-20.004876989638248,"3.67","1.75",,,,"97.4","2032","7.2",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.26",,,,,,,,"8","2","Sinker","0","0","0","0","0","0","0","0","Infield shift","Standard","227","0","0.049"
"SL","2022-05-04","82.5","-1.35","5.79","Whitlock, Garrett",665120,676477,,"ball",,,,,"14","Jared Walsh grounds out, second baseman Trevor Story to first baseman Bobby Dalbec.","R","L","R","BOS","LAA","B",,,"0","0",2022,"0.17","-0.31","1.15","0.51",,,,"1","2","Top",,,,,"543877",,,5.426624912427924,-119.99887650420844,-4.975949561311332,0.614897122001884,22.524187652190946,-34.41088152155963,"3.61","1.7",,,,"83.6","1862","7",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.52",,,,,,,,"8","1","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","25","0","0.022"
"SI","2022-05-04","96.7","-1.1","5.78","Whitlock, Garrett",543685,676477,"strikeout","swinging_strike",,,,,"5","Anthony Rendon strikes out swinging.","R","R","R","BOS","LAA","S","2",,"2","2",2022,"-1.17","1.3","0.10","2.75",,,,"0","2","Top",,,,,"543877",,,6.004780020660711,-140.59606589987024,-5.5615614717489406,-16.914200715064293,33.24150048588613,-13.842816800511438,"3.29","1.59",,,,"98.3","2259","7.4",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.15",,,"0","1","0","0",,"7","5","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","224","0.023","-0.198"
"SI","2022-05-04","94.6","-1.44","5.6","Whitlock, Garrett",543685,676477,,"called_strike",,,,,"6","Anthony Rendon strikes out swinging.","R","R","R","BOS","LAA","S",,,"2","1",2022,"-1.36","1.23","0.54","2.31",,,,"0","2","Top",,,,,"543877",,,8.356837864506181,-137.38112142892618,-5.699669421586739,-19.107033947792768,30.9669061766607,-15.552731438742024,"3.38","1.59",,,,"96.1","2123","7.3",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.19",,,,,,,,"7","4","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","233","0","-0.064"
"SI","2022-05-04","94.4","-1.52","5.62","Whitlock, Garrett",543685,676477,,"swinging_strike",,,,,"11","Anthony Rendon strikes out swinging.","R","R","R","BOS","LAA","S",,,"2","0",2022,"-1.42","1.04","-0.85","3.43",,,,"0","2","Top",,,,,"543877",,,4.98964357676122,-137.4242292556395,-2.345048973360746,-19.12464187833838,31.543811475164357,-18.699164412902782,"3.29","1.59",,,,"95.8","2102","7.2",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.33",,,,,,,,"7","3","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","232","0","-0.053"
"SI","2022-05-04","95.1","-1.3","5.55","Whitlock, Garrett",543685,676477,,"ball",,,,,"14","Anthony Rendon strikes out swinging.","R","R","R","BOS","LAA","B",,,"1","0",2022,"-1.32","1.2","0.67","1.40",,,,"0","2","Top",,,,,"543877",,,8.247343303500573,-138.10725203706434,-8.034647952258844,-18.670106784819254,30.71514275376228,-15.155391096771845,"3.81","1.69",,,,"96.5","2089","7.2",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.31",,,,,,,,"7","2","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","230","0","0.059"
"SI","2022-05-04","95.1","-1.45","5.64","Whitlock, Garrett",543685,676477,,"ball",,,,,"11","Anthony Rendon strikes out swinging.","R","R","R","BOS","LAA","B",,,"0","0",2022,"-1.3","1.15","-2.12","2.86",,,,"0","2","Top",,,,,"543877",,,1.199998907553129,-138.42917659055,-4.276643164060308,-17.008752686266075,31.01503847013387,-16.5961894916018,"3.37","1.72",,,,"96.8","2113","7.2",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.27",,,,,,,,"7","1","Sinker","0","0","0","0","0","0","0","0","Strategic","Standard","235","0","0.034"
"SI","2022-05-04","96.6","-1.33","5.6","Whitlock, Garrett",660271,676477,"strikeout","swinging_strike",,,,,"12","Shohei Ohtani strikes out swinging.","R","L","R","BOS","LAA","S","2",,"2","2",2022,"-1.3","1.06","0.86","2.76",,,,"2","1","Top",,,,,"543877",,,8.956858850088933,-140.33310409468328,-4.45329137331891,-19.255599889912215,32.37330744769683,-17.286796453666202,"3.5","1.62",,,,"98.2","2125","7.3",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.19",,,"0","1","0","0",,"3","5","Sinker","0","0","0","0","0","0","0","0","Infield shift","Standard","228","0.01","-0.078"
"SI","2022-05-04","96.2","-1.48","5.65","Whitlock, Garrett",660271,676477,,"ball",,,,,"11","Shohei Ohtani strikes out swinging.","R","L","R","BOS","LAA","B",,,"1","2",2022,"-1.21","1.27","-0.16","4.30",,,,"2","1","Top",,,,,"543877",,,6.375825188685952,-140.02047825590768,-0.8652428154567586,-17.416711955438153,33.00768127878942,-15.596440682324246,"3.49","1.67",,,,"98","2154","7.4",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.13",,,,,,,,"3","4","Sinker","0","0","0","0","0","0","0","0","Infield shift","Standard","226","0","0.009"
"SL","2022-05-04","84.1","-1.57","5.69","Whitlock, Garrett",660271,676477,,"ball",,,,,"14","Shohei Ohtani strikes out swinging.","R","L","R","BOS","LAA","B",,,"0","2",2022,"0.32","-0.02","1.23","0.49",,,,"2","1","Top",,,,,"543877",,,5.9611912100593525,-122.4776056544304,-5.794127499177541,2.223695970723213,21.084590562213336,-31.51176626088253,"3.57","1.71",,,,"85.9","1855","7.1",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.36",,,,,,,,"3","3","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","61","0","0.012"
"CH","2022-05-04","87.4","-1.43","5.47","Whitlock, Garrett",660271,676477,,"foul",,,,,"4","Shohei Ohtani strikes out swinging.","R","L","R","BOS","LAA","S",,,"0","1",2022,"-1.72","0.39","-0.28","2.43",,,,"2","1","Top",,,,,"543877",,,6.441054130374357,-127.13293831535933,-1.9625892577012234,-20.000684426403403,26.44808761840034,-27.799729177033306,"3.5","1.62",,,,"88.9","2153","7.3",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.24",,,,,,,,"3","2","Changeup","0","0","0","0","0","0","0","0","Infield shift","Standard","257","0","-0.021"
"CH","2022-05-04","87.1","-1.6","5.45","Whitlock, Garrett",660271,676477,,"foul_tip",,,,,"4","Shohei Ohtani strikes out swinging.","R","L","R","BOS","LAA","S",,,"0","0",2022,"-1.72","0.34","-0.62","2.43",,,,"2","1","Top",,,,,"543877",,,5.988206190635087,-126.70303985284373,-1.76030416175946,-19.75714133184118,26.488719997834497,-28.36448742247703,"3.5","1.62",,,,"88.5","2002","7.2",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.28",,,,,,,,"3","1","Changeup","0","0","0","0","0","0","0","0","Infield shift","Standard","257","0","-0.018"
"SI","2022-05-04","97.1","-1.29","5.71","Whitlock, Garrett",545361,676477,"strikeout","swinging_strike",,,,,"5","Mike Trout strikes out swinging.","R","R","R","BOS","LAA","S","2",,"2","2",2022,"-1.2","1.36","0.27","2.94",,,,"1","1","Top",,,,,"543877",,,7.046613242184989,-141.16786565785333,-5.1094787485049595,-17.614906020290054,31.435954610030784,-12.951593068379415,"3.61","1.72",,,,"99","2328","7.3",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.17",,,"0","1","0","0",,"2","5","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","221","0.015","-0.135"
"CH","2022-05-04","85.7","-1.39","5.45","Whitlock, Garrett",545361,676477,,"ball",,,,,"14","Mike Trout strikes out swinging.","R","R","R","BOS","LAA","B",,,"1","2",2022,"-1.63","0.2","0.98","-0.27",,,,"1","1","Top",,,,,"543877",,,9.056368630607126,-124.35568898267879,-7.734548682873257,-18.74782479869838,25.3838307705175,-28.704129653181433,"3.49","1.85",,,,"87","2379","7.3",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.21",,,,,,,,"2","4","Changeup","0","0","0","0","0","0","0","0","Standard","Standard","261","0","0.022"
"CH","2022-05-04","85.5","-1.31","5.48","Whitlock, Garrett",545361,676477,,"ball",,,,,"1","Mike Trout strikes out swinging.","R","R","R","BOS","LAA","B",,,"0","2",2022,"-1.65","0.12","-0.75","3.20",,,,"1","1","Top",,,,,"543877",,,4.738954768372842,-124.3959583868028,0.7385004278593805,-18.08977532942031,26.36943236942281,-31.364123252861706,"3.37","1.55",,,,"86.6","2129","7.1",663248,676477,"543877","666915","596115","646240","593428","657077","571771","624414","53.36",,,,,,,,"2","3","Changeup","0","0","0","0","0","0","0","0","Infield shift","Standard","259","0","0.011"
