"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SI","2022-04-23","94.6","-1.44","5.68","Whitlock, Garrett",621433,676477,,"swinging_strike",,,,,"2","Brett Phillips strikes out swinging.","R","L","R","TB","BOS","S",,,"0","1",2022,"-1.05","1.37","-0.05","3.06",,,,"1","3","Bot",,,,,"543877",,,6.089637205320516,-137.61725431138365,-4.260498796197398,-14.73804534995935,31.341165581959565,-14.04773537235143,"3.32","1.56",,,,"96","2001","7.2",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.34",,,,,,,,"19","2","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","229","0","-0.033"
"SI","2022-04-23","94.9","-1.24","5.61","Whitlock, Garrett",621433,676477,,"called_strike",,,,,"5","Brett Phillips strikes out swinging.","R","L","R","TB","BOS","S",,,"0","0",2022,"-1.6","0.7","-0.10","2.10",,,,"1","3","Bot",,,,,"543877",,,6.716340713514249,-137.95060383959313,-5.13035595625901,-21.953895334926887,32.32076396822456,-22.240037208479524,"3.32","1.55",,,,"96.6","1910","7.4",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.06",,,,,,,,"19","1","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","240","0","-0.024"
"SL","2022-04-23","81.7","-1.41","5.95","Whitlock, Garrett",595281,676477,"field_out","hit_into_play",,,,,"1","Kevin Kiermaier grounds out, shortstop Xander Bogaerts to first baseman Bobby Dalbec.","R","L","R","TB","BOS","X","6","ground_ball","0","0",2022,"-0.11","-0.28","-0.48","2.85",,,,"0","3","Bot",107.1,149.35,,,"543877",,,2.3486701238930636,-118.9396441881743,0.16267708497748834,-1.5168331424410861,23.871674975394452,-35.07926320127811,"3.41","1.56","18","90.3","-7","82.6","1768","7",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.54","0.226","0.218","0","1","0","0","2","18","1","Slider","0","0","0","0","0","0","0","0","Standard","Standard","39","-0.025","-0.222"
"SI","2022-04-23","96.1","-1.37","5.48","Whitlock, Garrett",670764,676477,"strikeout","called_strike",,,,,"9","Taylor Walls called out on strikes.","R","L","R","TB","BOS","S","2",,"1","2",2022,"-1.58","0.86","0.61","1.71",,,,"2","2","Bot",,,,,"543877",,,9.027021280052965,-139.4789748096437,-6.377075282065088,-22.759836861198004,34.39367121566758,-19.58824484434096,"3.34","1.5",,,,"97.5","2133","7.5",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.05",,,"0","1","0","0",,"12","4","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","235","-0.011","-0.068"
"CH","2022-04-23","84.4","-1.5","5.57","Whitlock, Garrett",670764,676477,,"ball",,,,,"11","Taylor Walls called out on strikes.","R","L","R","TB","BOS","B",,,"0","2",2022,"-1.78","0.16","-1.36","2.42",,,,"2","2","Bot",,,,,"543877",,,3.9462164032021807,-122.73213466929603,-1.168566940069347,-18.718371484401843,28.45524451830268,-30.54964731446165,"3.34","1.48",,,,"85.1","2057","7.2",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.31",,,,,,,,"12","3","Changeup","0","0","0","0","0","0","0","0","Standard","Standard","267","0","0.012"
"SI","2022-04-23","97.8","-1.19","5.73","Whitlock, Garrett",670764,676477,,"foul_tip",,,,,"2","Taylor Walls called out on strikes.","R","L","R","TB","BOS","S",,,"0","1",2022,"-1.24","1.3","0.20","3.32",,,,"2","2","Bot",,,,,"543877",,,6.75971698138139,-142.15233004985734,-3.984301736759566,-18.45599283416337,36.507851379422114,-13.92967119431211,"3.34","1.52",,,,"98.9","2266","7.2",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.27",,,,,,,,"12","2","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","229","0","-0.021"
"SI","2022-04-23","95.3","-1.54","5.52","Whitlock, Garrett",670764,676477,,"called_strike",,,,,"8","Taylor Walls called out on strikes.","R","L","R","TB","BOS","S",,,"0","0",2022,"-1.46","1.21","0.01","1.98",,,,"2","2","Bot",,,,,"543877",,,7.518964394409503,-138.4237971895784,-6.4253393000444685,-20.47182440993859,33.93488501102398,-15.335176100137092,"3.34","1.57",,,,"96.8","2136","7.4",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.05",,,,,,,,"12","1","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","235","0","-0.018"
"SI","2022-04-23","96.1","-1.33","5.61","Whitlock, Garrett",666139,676477,"strikeout","called_strike",,,,,"9","Josh Lowe called out on strikes.","R","L","R","TB","BOS","S","2",,"3","2",2022,"-1.56","0.94","0.52","2.07",,,,"1","2","Bot",,,,,"543877",,,8.622774722223609,-139.5496261826957,-5.970771857245184,-22.40436374606137,34.167660363795626,-18.714998413056357,"3.48","1.68",,,,"97.7","2061","7.5",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","52.98",,,"0","1","0","0",,"11","7","Sinker","0","0","0","0","0","0","0","0","Strategic","Standard","231","-0.016","-0.206"
"SI","2022-04-23","96.2","-1.44","5.66","Whitlock, Garrett",666139,676477,,"foul",,,,,"4","Josh Lowe called out on strikes.","R","L","R","TB","BOS","S",,,"3","2",2022,"-1.35","1.25","-0.69","2.54",,,,"1","2","Bot",,,,,"543877",,,5.153821133754618,-139.84299916512222,-5.552080684696774,-18.900006744495,33.89453514397168,-14.739114217119111,"3.48","1.68","213","75.4","41","97.5","1967","7.3",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.24",,,,,,,,"11","6","Sinker","0","0","0","0","0","0","0","0","Strategic","Standard","235","0","0"
"SI","2022-04-23","95.4","-1.36","5.6","Whitlock, Garrett",666139,676477,,"foul",,,,,"4","Josh Lowe called out on strikes.","R","L","R","TB","BOS","S",,,"3","1",2022,"-1.56","0.95","-0.40","2.64",,,,"1","2","Bot",,,,,"543877",,,6.124276204166625,-138.68953741772245,-4.301442378885634,-21.502809294999036,33.262424693960604,-19.11704892294295,"3.48","1.68",,,,"96.4","2127","7.1",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.41",,,,,,,,"11","5","Sinker","0","0","0","0","0","0","0","0","Strategic","Standard","237","0","-0.062"
"SI","2022-04-23","96.1","-1.3","5.77","Whitlock, Garrett",666139,676477,,"ball",,,,,"12","Josh Lowe called out on strikes.","R","L","R","TB","BOS","B",,,"2","1",2022,"-1.2","1.43","0.44","4.10",,,,"1","2","Bot",,,,,"543877",,,7.429441725229371,-139.76901992038376,-2.0475934541796774,-17.383339505253,34.09121088842124,-13.266128239521391,"3.48","1.74",,,,"97.2","2107","7.1",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.38",,,,,,,,"11","4","Sinker","0","0","0","0","0","0","0","0","Strategic","Standard","228","0","0.084"
"CH","2022-04-23","83.8","-1.52","5.59","Whitlock, Garrett",666139,676477,,"ball",,,,,"13","Josh Lowe called out on strikes.","R","L","R","TB","BOS","B",,,"1","1",2022,"-1.89","0.03","-1.06","1.91",,,,"1","2","Bot",,,,,"543877",,,4.878363702970441,-121.83280831664494,-2.064304931865888,-19.774633699985547,26.88851978662074,-31.69546679638619,"3.48","1.63",,,,"84.4","2113","7",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.5",,,,,,,,"11","3","Changeup","0","0","0","0","0","0","0","0","Strategic","Standard","263","0","0.034"
"CH","2022-04-23","84.1","-1.48","5.63","Whitlock, Garrett",666139,676477,,"called_strike",,,,,"7","Josh Lowe called out on strikes.","R","L","R","TB","BOS","S",,,"1","0",2022,"-1.77","0.08","-0.82","2.10",,,,"1","2","Bot",,,,,"543877",,,5.126453837167477,-122.25198289035075,-1.8743999693170568,-18.738778665203885,27.261122628083378,-31.170726575639694,"3.48","1.63",,,,"84.7","2036","7",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.46",,,,,,,,"11","2","Changeup","0","0","0","0","0","0","0","0","Strategic","Standard","261","0","-0.032"
"SL","2022-04-23","82.0","-1.36","5.84","Whitlock, Garrett",666139,676477,,"ball",,,,,"14","Josh Lowe called out on strikes.","R","L","R","TB","BOS","B",,,"0","0",2022,"-0.12","-0.34","0.34","1.21",,,,"1","2","Bot",,,,,"543877",,,4.162449501437246,-119.28068381704387,-3.220984356022609,-2.0183265267953505,24.890963334066853,-34.99915268455848,"3.48","1.67",,,,"83.1","1811","7.2",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.3",,,,,,,,"11","1","Slider","0","0","0","0","0","0","0","0","Strategic","Standard","55","0","0.022"
"SI","2022-04-23","96.9","-1.33","5.65","Whitlock, Garrett",596847,676477,"strikeout","foul_tip",,,,,"4","Ji-Man Choi strikes out on a foul tip.","R","L","R","TB","BOS","S","2",,"3","2",2022,"-1.47","1.26","-0.28","2.21",,,,"0","2","Bot",,,,,"543877",,,6.283985803558536,-140.7844970077154,-6.592261640619697,-21.023207414070352,33.82946357036052,-14.109632942252285,"3.2","1.52",,,,"98.3","2053","7.3",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.23",,,"0","1","0","0",,"10","6","Sinker","0","0","0","0","0","0","0","0","Infield shift","Standard","234","-0.023","-0.308"
"SI","2022-04-23","96.4","-1.37","5.68","Whitlock, Garrett",596847,676477,,"ball",,,,,"11","Ji-Man Choi strikes out on a foul tip.","R","L","R","TB","BOS","B",,,"2","2",2022,"-1.5","1.17","-0.93","2.68",,,,"0","2","Bot",,,,,"543877",,,4.6923585757190756,-140.2294125250577,-5.098150139396946,-20.83712019420106,34.26343280962681,-15.78703530482615,"3.2","1.49",,,,"98","2031","7.4",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.12",,,,,,,,"10","5","Sinker","0","0","0","0","0","0","0","0","Infield shift","Standard","236","0","0.11"
"SI","2022-04-23","97.2","-1.19","5.78","Whitlock, Garrett",596847,676477,,"ball",,,,,"12","Ji-Man Choi strikes out on a foul tip.","R","L","R","TB","BOS","B",,,"1","2",2022,"-1.04","1.18","0.69","3.72",,,,"0","2","Bot",,,,,"543877",,,7.580433812354916,-141.3581007669885,-2.7029109900983674,-15.640106014512922,33.70121175694796,-16.02057730224839,"3.2","1.57",,,,"98.9","1965","7.4",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.11",,,,,,,,"10","4","Sinker","0","0","0","0","0","0","0","0","Infield shift","Standard","230","0","0.039"
"SI","2022-04-23","96.5","-1.51","5.65","Whitlock, Garrett",596847,676477,,"foul",,,,,"5","Ji-Man Choi strikes out on a foul tip.","R","L","R","TB","BOS","S",,,"1","1",2022,"-1.45","1.22","-0.06","2.11",,,,"0","2","Bot",,,,,"543877",,,7.290385319760795,-140.16381907678007,-6.670885260710571,-20.7236674480739,35.30750872545251,-14.680075496116793,"3.2","1.52","261","84.6","43","97.6","2069","7.3",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.24",,,,,,,,"10","3","Sinker","0","0","0","0","0","0","0","0","Infield shift","Standard","233","0","-0.053"
"SI","2022-04-23","95.1","-1.35","5.65","Whitlock, Garrett",596847,676477,,"foul_tip",,,,,"4","Ji-Man Choi strikes out on a foul tip.","R","L","R","TB","BOS","S",,,"1","0",2022,"-1.57","1.03","-0.42","2.58",,,,"0","2","Bot",,,,,"543877",,,6.10998730434886,-138.26213564448003,-4.717649462074266,-21.544527567202003,34.494361181292426,-18.08890898124309,"3.2","1.52",,,,"96.4","1993","7.3",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.16",,,,,,,,"10","2","Sinker","0","0","0","0","0","0","0","0","Infield shift","Standard","226","0","-0.044"
"SL","2022-04-23","80.7","-1.35","5.88","Whitlock, Garrett",596847,676477,,"ball",,,,,"11","Ji-Man Choi strikes out on a foul tip.","R","L","R","TB","BOS","B",,,"0","0",2022,"0.12","-0.17","-1.34","3.70",,,,"0","2","Bot",,,,,"543877",,,-0.19969649069485906,-117.50298980338654,2.255661311963749,1.1508643977585393,25.02164278427077,-34.487559531631014,"3.2","1.54",,,,"81.3","1681","6.9",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.56",,,,,,,,"10","1","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","47","0","0.034"
"SI","2022-04-23","96.7","-1.3","5.64","Whitlock, Garrett",668227,676477,"strikeout","called_strike",,,,,"14","Randy Arozarena called out on strikes.","R","R","R","TB","BOS","S","2",,"1","2",2022,"-1.61","1.01","0.84","1.77",,,,"2","1","Bot",,,,,"543877",,,9.54179218603132,-140.28445409728823,-7.137790486372032,-23.464557309535465,32.803101043967025,-17.291473840028345,"3.31","1.65",,,,"98.1","2090","7.3",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.2",,,"0","1","0","0",,"6","4","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","228","-0.01","-0.068"
"SL","2022-04-23","84.8","-1.22","5.85","Whitlock, Garrett",668227,676477,,"ball",,,,,"14","Randy Arozarena called out on strikes.","R","R","R","TB","BOS","B",,,"0","2",2022,"0.22","-0.22","2.39","0.54",,,,"2","1","Bot",,,,,"543877",,,8.104579672361579,-123.18070648405961,-5.656225352317767,0.513788076281117,25.88997329884156,-33.40714035000341,"3.38","1.63",,,,"85.8","1960","7.1",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.35",,,,,,,,"6","3","Slider","0","0","0","0","0","0","0","0","Standard","Standard","38","0","0.012"
"SL","2022-04-23","83.8","-1.47","5.82","Whitlock, Garrett",668227,676477,,"swinging_strike",,,,,"14","Randy Arozarena called out on strikes.","R","R","R","TB","BOS","S",,,"0","1",2022,"0.04","-0.16","1.34","1.23",,,,"2","1","Bot",,,,,"543877",,,6.4844358405476425,-121.78170820136621,-3.8630289430734375,-0.9934335736985299,25.814379754164325,-33.13407271408254,"3.38","1.62",,,,"84.4","1974","6.9",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.57",,,,,,,,"6","2","Slider","0","0","0","0","0","0","0","0","Standard","Standard","30","0","-0.021"
"SL","2022-04-23","83.8","-1.39","5.84","Whitlock, Garrett",668227,676477,,"called_strike",,,,,"9","Randy Arozarena called out on strikes.","R","R","R","TB","BOS","S",,,"0","0",2022,"0.21","-0.16","0.67","1.76",,,,"2","1","Bot",,,,,"543877",,,4.399392340180261,-121.98854874678786,-2.7279376090078404,1.216676039626621,23.68770885457483,-33.4574524260144,"3.47","1.76",,,,"84.9","1761","7",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.52",,,,,,,,"6","1","Slider","0","0","0","0","0","0","0","0","Strategic","Standard","48","0","-0.018"
"CH","2022-04-23","84.3","-1.43","5.62","Whitlock, Garrett",677551,676477,"field_out","hit_into_play",,,,,"4","Wander Franco pops out to shortstop Xander Bogaerts.","R","L","R","TB","BOS","X","6","popup","1","0",2022,"-1.65","0.23","-0.58","2.63",,,,"1","1","Bot",111.94,145.71,,,"543877",,,5.340993477566943,-122.63057220696552,-0.9620718728339511,-17.719599757509332,27.602178517212362,-29.86382329209296,"3.26","1.46","149","88.0","65","84.9","1949","7",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.49","0.011","0.011","0","1","0","0","3","5","2","Changeup","0","0","0","0","0","0","0","0","Strategic","Standard","264","-0.016","-0.182"
"CH","2022-04-23","83.3","-1.54","5.58","Whitlock, Garrett",677551,676477,,"ball",,,,,"11","Wander Franco pops out to shortstop Xander Bogaerts.","R","L","R","TB","BOS","B",,,"0","0",2022,"-1.6","0.01","-1.26","3.54",,,,"1","1","Bot",,,,,"543877",,,3.87970171306342,-121.24161762578788,1.851441716829071,-16.536169534042838,25.22117279949198,-32.72004156194688,"3.32","1.46",,,,"84.5","1771","7.2",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.3",,,,,,,,"5","1","Changeup","0","0","0","0","0","0","0","0","Strategic","Standard","271","0","0.022"
"SI","2022-04-23","97.0","-1.29","5.68","Whitlock, Garrett",664040,676477,"strikeout","swinging_strike",,,,,"4","Brandon Lowe strikes out swinging.","R","L","R","TB","BOS","S","2",,"3","2",2022,"-1.39","1.3","-0.37","2.47",,,,"0","1","Bot",,,,,"543877",,,5.746733660968933,-141.0160662500364,-6.0763072280770745,-19.859170977717444,33.59973952911696,-13.699968330062351,"3.23","1.49",,,,"98.3","2009","7.2",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.34",,,"0","1","0","0",,"4","7","Sinker","0","0","0","0","0","0","0","0","Infield shift","Standard","234","-0.021","-0.308"
"SI","2022-04-23","96.8","-1.25","5.65","Whitlock, Garrett",664040,676477,,"foul",,,,,"5","Brandon Lowe strikes out swinging.","R","L","R","TB","BOS","S",,,"3","2",2022,"-1.51","1.04","0.06","2.22",,,,"0","1","Bot",,,,,"543877",,,7.041955992487188,-140.62653079564458,-5.956329198981702,-21.650938371696128,37.226777541177704,-17.202362923990247,"3.23","1.49","99","76.6","16","97.5","2154","7.2",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.34",,,,,,,,"4","6","Sinker","0","0","0","0","0","0","0","0","Infield shift","Standard","235","0","0"
"SI","2022-04-23","96.2","-1.52","5.63","Whitlock, Garrett",664040,676477,,"swinging_strike",,,,,"2","Brandon Lowe strikes out swinging.","R","L","R","TB","BOS","S",,,"3","1",2022,"-1.57","1.11","-0.01","2.77",,,,"0","1","Bot",,,,,"543877",,,7.692340674679917,-139.74360128714946,-4.479136739056985,-22.334598996932886,35.99608651354176,-16.888397320498036,"3.23","1.49",,,,"97","2160","7.1",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.35",,,,,,,,"4","5","Sinker","0","0","0","0","0","0","0","0","Infield shift","Standard","230","0","-0.069"
"SI","2022-04-23","96.1","-1.54","5.57","Whitlock, Garrett",664040,676477,,"ball",,,,,"11","Brandon Lowe strikes out swinging.","R","L","R","TB","BOS","B",,,"2","1",2022,"-1.5","1.02","-1.63","2.65",,,,"0","1","Bot",,,,,"543877",,,3.22377962972287,-139.73460959183873,-4.421131343933421,-20.212876804443216,37.11700523605818,-18.00150991404722,"3.23","1.5",,,,"96.8","2109","7.2",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.34",,,,,,,,"4","4","Sinker","0","0","0","0","0","0","0","0","Infield shift","Standard","239","0","0.115"
"CH","2022-04-23","81.7","-1.37","5.66","Whitlock, Garrett",664040,676477,,"ball",,,,,"11","Brandon Lowe strikes out swinging.","R","L","R","TB","BOS","B",,,"1","1",2022,"-1.67","-0.12","-2.24","3.13",,,,"0","1","Bot",,,,,"543877",,,1.2833447751643012,-118.80389750815648,1.3055554338894675,-15.793264727388308,28.14591251842915,-33.89200893797056,"3.26","1.45",,,,"82","2040","7.1",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.39",,,,,,,,"4","3","Changeup","0","0","0","0","0","0","0","0","Infield shift","Standard","272","0","0.05"
"CH","2022-04-23","83.6","-1.56","5.59","Whitlock, Garrett",664040,676477,,"ball",,,,,"11","Brandon Lowe strikes out swinging.","R","L","R","TB","BOS","B",,,"0","1",2022,"-1.82","0.2","-1.59","2.61",,,,"0","1","Bot",,,,,"543877",,,3.597831690022317,-121.50293890905014,-0.6880465975589887,-18.5419361808104,29.09085706731085,-30.29084569006819,"3.23","1.51",,,,"84.2","1983","7.3",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.22",,,,,,,,"4","2","Changeup","0","0","0","0","0","0","0","0","Infield shift","Standard","264","0","0.025"
"SI","2022-04-23","95.1","-1.3","5.66","Whitlock, Garrett",664040,676477,,"swinging_strike",,,,,"11","Brandon Lowe strikes out swinging.","R","L","R","TB","BOS","S",,,"0","0",2022,"-1.34","1.27","-0.50","3.40",,,,"0","1","Bot",,,,,"543877",,,5.188891281271081,-138.29677535947434,-3.101414516630936,-18.367364504395606,35.294245174928164,-15.483223178164646,"3.23","1.49",,,,"95.8","2095","7.1",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.42",,,,,,,,"4","1","Sinker","0","0","0","0","0","0","0","0","Infield shift","Standard","238","0","-0.034"
"SI","2022-04-19","93.8","-1.43","5.58","Whitlock, Garrett",669289,676477,"field_out","hit_into_play",,,,,"8","Santiago Espinal flies out to right fielder Jackie Bradley Jr.","R","R","R","BOS","TOR","X","9","fly_ball","1","0",2022,"-1.32","1.2","0.19","1.78",,,,"2","9","Top",197.39,98.62,,,"657136",,,7.220493917127376,-136.2710386345058,-6.804388244462398,-18.020033829194933,30.57085328344594,-15.841286863300253,"3.38","1.58","305","92.3","26","95","1943","7.1",663249,676477,"657136","666915","596115","646240","593428","657077","571771","598265","53.39","0.166","0.238","0","1","0","0","3","67","2","Sinker","2","1","1","2","1","2","1","2","Standard","Standard","224","0.035","-0.111"
"SI","2022-04-19","94.6","-1.37","5.59","Whitlock, Garrett",669289,676477,,"ball",,,,,"14","Santiago Espinal flies out to right fielder Jackie Bradley Jr.","R","R","R","BOS","TOR","B",,,"0","0",2022,"-1.45","0.71","0.06","1.11",,,,"2","9","Top",,,,,"657136",,,7.080898157501772,-137.46193550083368,-7.691866401472147,-19.922935480122373,30.40025133160645,-21.63626495433964,"3.26","1.64",,,,"96.1","1893","7.2",663249,676477,"657136","666915","596115","646240","593428","657077","571771","598265","53.26",,,,,,,,"67","1","Sinker","2","1","1","2","1","2","1","2","Strategic","Standard","230","0","0.016"
"CH","2022-04-19","82.6","-1.4","5.75","Whitlock, Garrett",606132,676477,"field_out","hit_into_play",,,,,"8","Raimel Tapia grounds out, first baseman Bobby Dalbec to pitcher Garrett Whitlock.","R","L","R","BOS","TOR","X","3","ground_ball","2","2",2022,"-1.7","0.27","0.10","1.75",,,,"1","9","Top",154.87,151.82,,,"657136",,,6.8566946960922746,-120.04645158453414,-3.0744391008697143,-17.82344222867661,25.612859820097547,-29.124137535414473,"3.51","1.61","58","100.3","2","83.6","1943","7.3",663249,676477,"657136","666915","596115","646240","593428","657077","571771","598265","53.24","0.526","0.476","0","1","0","0","4","66","5","Changeup","2","1","1","2","1","2","1","2","Strategic","Standard","254","0.052","-0.135"
"SI","2022-04-19","96.1","-1.38","5.71","Whitlock, Garrett",606132,676477,,"ball",,,,,"11","Raimel Tapia grounds out, first baseman Bobby Dalbec to pitcher Garrett Whitlock.","R","L","R","BOS","TOR","B",,,"1","2",2022,"-1.44","1.11","-0.85","3.45",,,,"1","9","Top",,,,,"657136",,,4.743978714246319,-139.76234519941835,-2.9040483888200925,-19.864144867804512,34.29934430938112,-17.198316791202817,"3.45","1.61",,,,"97.2","2096","7.2",663249,676477,"657136","666915","596115","646240","593428","657077","571771","598265","53.34",,,,,,,,"66","4","Sinker","2","1","1","2","1","2","1","2","Strategic","Standard","222","0","0.022"
"CH","2022-04-19","84.1","-1.2","5.9","Whitlock, Garrett",606132,676477,,"ball",,,,,"13","Raimel Tapia grounds out, first baseman Bobby Dalbec to pitcher Garrett Whitlock.","R","L","R","BOS","TOR","B",,,"0","2",2022,"-1.54","0.68","-0.15","0.30",,,,"1","9","Top",,,,,"657136",,,5.557718952112308,-122.09693766912544,-8.010335778892367,-16.47774788644935,24.306242382759415,-23.9423124599016,"3.45","1.61",,,,"85.1","2017","7.1",663249,676477,"657136","666915","596115","646240","593428","657077","571771","598265","53.39",,,,,,,,"66","3","Changeup","2","1","1","2","1","2","1","2","Strategic","Standard","250","0","0.011"
"SI","2022-04-19","95.4","-1.43","5.74","Whitlock, Garrett",606132,676477,,"foul_tip",,,,,"4","Raimel Tapia grounds out, first baseman Bobby Dalbec to pitcher Garrett Whitlock.","R","L","R","BOS","TOR","S",,,"0","1",2022,"-1.46","1.05","-0.78","2.89",,,,"1","9","Top",,,,,"657136",,,5.090487778184439,-138.7355720424414,-4.235199601941236,-19.987937439407673,33.161549483405146,-17.847896390942996,"3.51","1.61",,,,"96.6","2010","7.1",663249,676477,"657136","666915","596115","646240","593428","657077","571771","598265","53.36",,,,,,,,"66","2","Sinker","2","1","1","2","1","2","1","2","Standard","Standard","227","0","-0.033"
"SI","2022-04-19","95.6","-1.31","5.65","Whitlock, Garrett",606132,676477,,"called_strike",,,,,"1","Raimel Tapia grounds out, first baseman Bobby Dalbec to pitcher Garrett Whitlock.","R","L","R","BOS","TOR","S",,,"0","0",2022,"-1.47","0.96","-0.54","3.16",,,,"1","9","Top",,,,,"657136",,,5.425524181492811,-139.03912441828768,-3.102763922168273,-20.212159579079067,34.20397812871664,-19.218743637095006,"3.39","1.61",,,,"96.6","1967","7.1",663249,676477,"657136","666915","596115","646240","593428","657077","571771","598265","53.38",,,,,,,,"66","1","Sinker","2","1","1","2","1","2","1","2","Standard","Standard","233","0","-0.024"
"SI","2022-04-19","93.8","-1.31","5.74","Whitlock, Garrett",672386,676477,"field_out","hit_into_play",,,,,"11","Alejandro Kirk grounds out, shortstop Xander Bogaerts to first baseman Bobby Dalbec.","R","R","R","BOS","TOR","X","6","ground_ball","3","1",2022,"-1.32","0.9","-1.02","2.40",,,,"0","9","Top",110.03,146.97,,,"657136",,,3.7441169000605368,-136.49510149166744,-4.978427463835589,-17.292375492683977,29.917443907970593,-20.02453395159922,"3.11","1.48","6","72.4","-20","95.3","1918","7.2",663249,676477,"657136","666915","596115","646240","593428","657077","571771","598265","53.34","0.063","0.066","0","1","0","0","2","65","5","Sinker","2","1","1","2","1","2","1","2","Standard","Standard","227","0.071","-0.377"
"SI","2022-04-19","93.6","-1.56","5.62","Whitlock, Garrett",672386,676477,,"called_strike",,,,,"1","Alejandro Kirk grounds out, shortstop Xander Bogaerts to first baseman Bobby Dalbec.","R","R","R","BOS","TOR","S",,,"3","0",2022,"-1.27","0.76","-0.40","3.01",,,,"0","9","Top",,,,,"657136",,,5.877767985260991,-136.19523313441292,-2.7240893027942734,-17.055277743385673,28.48231191610217,-22.35016644805011,"3.02","1.45",,,,"95.2","1893","7.1",663249,676477,"657136","666915","596115","646240","593428","657077","571771","598265","53.36",,,,,,,,"65","4","Sinker","2","1","1","2","1","2","1","2","Standard","Standard","230","0","-0.075"
"SI","2022-04-19","94.1","-1.33","5.58","Whitlock, Garrett",672386,676477,,"ball",,,,,"12","Alejandro Kirk grounds out, shortstop Xander Bogaerts to first baseman Bobby Dalbec.","R","R","R","BOS","TOR","B",,,"2","0",2022,"-1.31","1.03","1.39","2.47",,,,"0","9","Top",,,,,"657136",,,10.139229024139807,-136.70840923271743,-4.7481950181467045,-18.601299568199945,27.512756700175547,-18.3429456385429,"3.08","1.45",,,,"96.1","1893","7.3",663249,676477,"657136","666915","596115","646240","593428","657077","571771","598265","53.19",,,,,,,,"65","3","Sinker","2","1","1","2","1","2","1","2","Standard","Standard","231","0","0.137"
